Gene	RNA.Macrophages	RNA.DC1	RNA.DC2	RNA.Inflammatory.Monocytes	RNA.CD69..Mast	RNA.CD69..Mast.1	RNA.Cycling.Monocytes	RNA.NKs	RNA.ILCs	RNA.CD4..Activated.Fos.hi	RNA.CD4..Activated.Fos.lo	RNA.CD4..Memory	RNA.Tregs	RNA.CD4..PD1.	RNA.CD8..IELs	RNA.CD8..LP	RNA.CD8..IL17.	RNA.MT.hi	RNA.Cycling.T	RNA.Plasma	RNA.Follicular	RNA.GC	RNA.Cycling.B
SNTB2	0.058916911	0.049062564	0.018804278	0.018769916	0.1023754	0.41223618	0.0559795	0.278351733	0.092491878	0.268731207	0.208599871	0.152531133	0.176662204	0.250166725	0.561201744	0.348073427	0.3659493	0.561631093	0.16615619	0.018928864	0.133111724	0.112409678	0.059578171
SNUPN	0.300067936	0.031066854	0.240358323	0.244277386	0.305005708	0.410262528	0.514324432	0.495511869	0.451948513	0.341968653	0.483304301	0.496681439	0.705005577	0.694627922	0.479370448	0.421039223	0.558274585	0.431175411	0.277822148	0.08593629	0.420401984	0.43474013	0.294458806
SNURF	0.000942468	0.053072659	0.012279057	0.013216154	0.012759053	0	0.197212763	0	0.053073456	0.061204655	0.110954449	0.120425396	0.048400592	0.230124319	0.039215717	0.087317617	0	0.214937926	0.062604048	0.029458137	0.074327706	0	0.030248458
SNW1	1.106783105	1.040422851	1.601035559	2.346912351	2.254705497	2.653329028	1.190183392	2.48678247	1.43733739	1.978370399	1.750741716	2.46413397	2.76391376	2.530141372	2.384912993	2.512069323	2.711716081	2.962625901	2.235386247	0.359849671	2.019618835	2.410360142	1.399279229
SNX1	1.483394127	0.715967565	0.595375802	0.466564128	0.935553431	0.945109113	0.874764202	0.906797222	0.83433259	0.646148704	0.605207303	0.620380375	0.862244457	2.260394535	0.73606916	0.91482271	0.946732535	1.029290477	0.82973033	0.163748693	1.026572394	1.588025385	0.931266759
SNX10	1.464276496	1.798757582	1.650537481	2.56789929	1.176401724	0.582825305	1.192899885	2.864985853	1.838217962	0.84750475	0.681856213	0.687189116	0.79155984	0.588324021	1.032245279	0.869305385	0.61506452	0.666192365	1.066390958	0.067801233	2.667065219	1.776737668	1.293934112
SNX11	0.581767928	0.046939163	0.240643201	0.124803712	0.350123833	0.221108607	0.335379954	0.157847154	0.071051214	0.168718462	0.065634217	0.20470272	0.271508688	0.259995116	0.242866185	0.172447583	0.27849469	0.568597394	0.248119172	0.067196848	0.356369905	0.478112597	0.232924923
SNX12	0.400695538	0.358786985	0.357057702	0.674360549	0.392087641	0.641403351	0.295920567	0.626767652	0.589368465	0.282161878	0.387356959	0.447603876	0.340945463	0.425167987	0.278753867	0.281659026	0.458068749	0.198838131	0.336585853	0.0657643	0.290945285	0.188645601	0.441150293
SNX13	0.184596441	0.230945797	0.167336705	0.239678878	0.388741561	0.423927349	0.180319063	0.056725746	0.137885582	0.168066139	0.143053844	0.260458147	0.121393905	0.152188823	0.187743801	0.214260249	0.196933183	0.675241641	0.161108422	0.060525613	0.234053444	0.097559609	0.234818428
SNX14	0.308798476	0.415385754	0.266091613	0.056315514	1.083001534	1.324851843	0.291353055	0.47694299	0.328972616	0.425324271	0.279625737	0.390327323	0.426669748	0.557506113	0.925327755	0.538735581	0.454135098	0.472418908	0.187467735	0.122455276	0.444190822	0.49370722	0.466829382
SNX15	0.020119792	0.009841543	0.01810417	0.026487868	0.062541964	0.033837078	0.013484645	0	0.167631766	0.048428575	0.027483412	0.02653916	0.009952651	0	0.059362108	0.019848007	0.124872763	0.071214876	0	0.004737379	0.010540952	0.021844517	0
SNX16	0.068251803	0	0.035298123	0.063566475	0.343604702	0.13724587	0.06005881	0	0.450923326	0.204570494	0.082486977	0.108315511	0.151069212	0.057948872	0.054190801	0.123611615	0.0672615	0.605220412	0.058629428	0.069218428	0.113121485	0.161209054	0.259825268
SNX17	2.425341983	2.083840056	2.00768254	2.053371673	2.645415309	5.471381406	2.232107806	2.321945944	2.625770993	2.36268979	1.922810725	2.585322036	2.718134605	3.362002839	3.265727058	2.773132002	2.246985362	3.084136014	2.418308429	0.62767545	2.38916698	2.946135758	1.593258794
SNX18	0.283290862	0.096421904	0.308183898	0.339354517	0.05837404	0	0.175555039	0.524906409	0.055647773	0.131300649	0.112011481	0.127304478	0.221617556	0.273805469	0.241277131	0.35022916	0.181902102	0.391361382	0.230417226	0.05213477	0.360976419	0.185334507	0.094301705
SNX19	0.157330619	0.073325164	0.083887371	0.119509958	0.151846113	0.883891778	0.082209861	0.431875791	0.03160898	0.130178577	0.11594931	0.157944883	0.115797815	0.070664796	0.147118916	0.154651578	0.212345855	0.301956127	0.291438959	0.049600801	0.12959525	0.248848358	0.059260708
SNX2	3.508630646	1.369029056	2.264464771	2.117031357	4.473292945	3.272321736	3.799417258	1.68178465	0.854855347	1.377567047	1.214317044	1.578286455	1.858314096	1.279626609	1.488536649	1.500054979	1.12195552	0.925965393	1.049364812	0.423214549	8.535093616	7.490297709	2.668012826
SNX20	0.505672808	0.525733627	0.957009918	1.20731339	0.643997298	0.182499819	0.293862653	1.093748717	1.017676089	0.920672939	0.858931673	1.503848191	1.553223547	2.11929909	0.91568274	0.88891484	1.925749738	0.550162993	1.323713662	0.089016486	0.776133222	0.846057807	0.416072832
SNX21	0.04510973	0.218951295	0.042827698	0	0.011462698	0	0.039551623	0	0.346024956	0.006141841	0.015028869	0.072206265	0.042707306	0.100290461	0.043769473	0.061556425	0	0.085989095	0.009265321	0.010715879	0.013279932	0	0.020547584
SNX22	0.065560358	0.613302482	0.154853011	0.083018418	0.142710769	0.197823467	0.052954709	0.030799751	0.068472226	0.078431181	0.03684971	0.141554005	0.098336564	0.018346905	0.091443447	0.094113154	0	0.318898081	0.043984606	0.082458126	1.427213199	1.508109421	0.847059066
SNX24	0.587204841	0	0.038676943	0.033885129	0.039870392	0	0.198842858	0	0	0.022603123	0.043033478	0.011845032	0.07932761	0.036180311	0.006377621	0.023982255	0.028109127	0	0	0.012247293	0.007752193	0.038145171	0.044834144
SNX25	0.063901851	0	0.010132901	0.005407396	0.005382501	0	0.022536062	0.021457885	0	0.086667234	0.063437013	0.101220755	0.05214789	0.066239828	0.044580541	0.025331001	0.01405167	0.20740949	0.216763931	0.029400567	0.101920955	0.100655549	0.029032414
SNX27	0.539879503	0.351676111	0.33633092	0.66176167	0.085858121	0.158795017	0.310572449	0.063465866	0.17737604	0.185187757	0.161175372	0.269926388	0.247088697	0.110049387	0.086390152	0.1736319	0.408439344	0.522796988	0.376288921	0.055835689	0.151877401	0.121563443	0.053051119
SNX29	0.490463785	0.173578256	0.553961066	0.390209516	0.344222021	0.955215144	0.232322452	0.241359037	0.097904023	0.171544198	0.080571592	0.130490376	0.263203184	0.185241619	0.125338347	0.251424935	0.122709441	0.296736878	0.159997238	0.12223734	1.14023668	1.406352144	0.217591801
SNX29P2	0.125791174	0.257839918	0.247615955	0.476268652	0.086280716	0	0.06142466	0.330225701	0.271113164	0.223827961	0.182897331	0.249292043	0.183610281	0.159563506	0.172524683	0.282392342	0.180787005	0.462585603	0.058086845	0.204509758	3.853375272	13.52750301	3.81294209
SNX3	15.36670734	96.86176546	12.16851491	12.82232363	15.38811508	14.31204187	14.1884301	7.143746029	9.171386134	6.487535002	6.998988657	6.894268998	7.320184189	6.040920745	7.394886291	6.493090469	5.691996831	5.248769536	7.452291231	2.322468961	13.56615184	20.25380505	12.16724747
SNX30	0.227364806	0.186953827	0.220408735	0.50480528	0.008698387	0.018713612	0.016144161	0.016893503	0.208022771	0.052479136	0.028941003	0.018617329	0.056287698	0.020801773	0.02916541	0.037203857	0.030391198	0.292940443	0.017671571	0.015990226	0.027794852	0.124799072	0.078407208
SNX32	0.003612588	0	0.003792829	0	0.027125028	0	0.00540641	0	0	0	0.003896155	0	0	0	0	0.007996352	0	0	0	0.001916671	0	0	0
SNX33	0.061648689	0.016586678	0.044559094	0.018309748	0	0.184635148	0.10253607	0	0.067122546	0.018197069	0.044516432	0.011779104	0.078183356	0	0.038278883	0.018653684	0	0	0	0.005924388	0.002954659	0	0.005262308
SNX4	0.781577575	0.356250673	0.695149113	0.657691991	1.484284017	1.00342531	1.048033927	1.183939449	0.538098769	0.682843683	0.534144265	0.512516495	0.602791555	0.387100397	0.659706374	0.675059008	0.425724778	0.32642261	0.812733127	0.15265555	0.534745655	0.989537604	0.621326067
SNX5	2.111871475	1.059153007	1.324043397	0.857250931	3.557140141	4.076318601	2.271920062	1.872441406	1.60090358	1.68154159	1.350982378	1.907302203	2.896735826	1.575561299	1.72952825	1.606738215	1.824478078	1.703826427	1.866559202	0.555538604	2.639906925	4.177515601	2.060808572
SNX6	2.748169253	0.940217919	0.915818388	1.083569861	1.628704434	1.719013948	1.676404661	1.988839695	2.194348228	1.877120619	1.873375882	2.47340359	3.462288484	3.871129928	2.467950416	2.051821586	2.179691151	2.110242081	2.030584646	0.253887219	1.312105139	2.080450741	1.098584535
SNX7	0.030897974	0	0.014976471	0	0.105518518	0.270546456	0.113767774	0	0.119617161	0.006564118	0.002380373	0.046169723	0	0.020611026	0.037207563	0	0	0	0.074718603	0.004153433	0.025132061	0.059411171	0.038928496
SNX8	1.083047693	6.269415385	0.679044334	0.804820168	0.552950855	0.471380273	0.571191137	0.221719681	0.034149609	0.101769678	0.094909392	0.215875765	0.193843643	0.273936495	0.173766122	0.098684641	0.269893225	0.083495924	0.132913114	0.100359022	1.212503744	1.989966264	0.608129562
SNX9	0.972997974	0.909716984	0.788414289	0.47063906	0.599804567	0.284640483	0.58703049	0.134941179	0.656776607	0.670477898	0.501567257	0.555273708	1.810561642	1.055399553	0.570748335	0.469791029	0.63686315	0.833069882	0.744931457	0.016840637	0.748827847	0.270350079	0.226231924
SOAT1	0.652861421	0.13239796	0.381343314	0.091212789	0.312131691	0.103677201	0.334057579	0.496808045	0.26227737	0.707288559	0.402205741	0.412476957	0.405942858	0.486581392	0.385481749	0.491270444	0.575484169	0.46406442	0.126637976	0.062844781	0.275376532	0.516285666	0.216498923
SOBP	0.035425212	0	0.002100389	0	0	0	0	0.024066461	0.231587039	0.02925906	0.007193966	0.023681591	0	0	0.054404729	0.005168493	0	0	0	0.001901215	0.176458371	0.154764139	0.030861686
SOCS1	0.572364452	0.778935175	0.430937523	0.712680377	8.759683983	6.602002024	0.474220723	13.72848852	5.451334264	11.50817019	9.560535295	9.536490809	9.557163316	7.742736187	6.61085125	11.32025413	6.97193721	5.822740684	7.563981078	0.39329198	2.275134836	8.982761866	1.688853538
SOCS2	0.242107775	0	0.071768997	0.15255508	0.859002686	0.701463808	0.099939573	1.541730593	0.965170474	0.381153413	0.602028331	0.234859321	0.26818911	0.012812593	0.282742977	0.130946903	0.61259453	0.388410098	0.304787513	0.024272863	0.005390001	0	0.012109326
SOCS2-AS1	0.014288953	0	0.008355331	0	0.015241697	0.214436627	0	0	0.055647773	0.021218034	0.030028191	0.026607314	0.010103882	0.012319695	0.047089467	0.015544756	0.045205999	0	0	0.006960342	0.007194862	0	0.005113945
SOCS3	2.95754226	2.054007869	6.865896586	14.14409427	0.964791506	0.020608815	3.348484003	3.688861538	6.665611991	9.302355212	6.718414847	9.740822112	11.17286754	7.490723178	1.125772841	6.689906779	2.643937366	5.55460302	3.124830975	3.311558651	5.431313791	2.212694645	1.627105523
SOCS4	0.135383439	0.029377926	0.186827472	0.109776183	0.118924536	0.065835005	0.269463082	0.169699395	0.477628864	0.157176472	0.156759185	0.281548493	0.317167515	0.136937389	0.149415601	0.217902282	0.236220861	0	0.166395472	0.031681932	0.178655805	0.117867799	0.052253804
SOCS5	0.102884245	0.028396174	0.030227991	0.101836473	0.104007721	0.151744594	0.016340344	0.080277393	0.086624285	0.061225107	0.016774592	0.045415715	0.037899025	0	0.070798069	0.047160304	0.046560476	0.116897766	0.117044019	0.020074666	0.128034729	0.046610326	0.011691333
SOCS6	0.105598751	0.164301697	0.095283016	0.15335305	0.29754366	0.12480614	0.175907023	0	0.053073456	0.004048548	0.020704842	0.049506409	0	0.050134835	0.02976784	0.007273611	0	0.123687217	0.021332723	0.012544622	0.004673588	0.011244165	0.015494857
SOCS7	0	0	0	0	0	0	0	0.081219566	0	0.003296763	0	0.001332502	0.013707262	0.01635171	0	0	0	0	0	0.001123013	0.000450549	0	0.010905783
SOD1	9.714193759	4.655148684	4.27597136	4.76842111	12.52308426	9.388319945	8.875641962	11.69643401	15.87717883	12.49075888	12.36703342	15.72008175	21.18884554	24.55064452	12.73029099	13.93519511	12.65259893	11.12871105	14.52143278	2.213302684	7.589223628	7.478934227	7.44869628
SOD2	14.59834692	4.350207649	14.15626868	151.8835725	1.969061755	0.793897854	7.187117459	2.030338315	0.977872198	2.338773865	1.504454719	1.402367699	1.303805389	0.661974432	1.066549392	1.490050821	1.228362332	2.077138026	1.174636838	0.734511432	1.240065438	0.36924563	0.896709488
SOD3	0.210379821	0.049677098	0.091582286	0.169546264	0.100385483	0	0.218222088	0.168527788	0	0.057602291	0.02754879	0.03797352	0.087186961	0.014531734	0.010031726	0.045837688	0	0.246175588	0.010953307	0.040576613	0.036363734	0.062475425	0.092793753
SOGA1	0.20353945	0.111339103	0.124708454	0.105282256	0.196382593	0.046742278	0.421499209	0.01719804	0	0.018338091	0.020665598	0.04648614	0.036462561	0.041275849	0.00614814	0.017887492	0	0	0.041219755	0.017610607	0.091661362	0.043993661	0.05097549
SOGA2	0	0.013108603	0	0	0.03205088	0.23997385	0	0	0	0	0	0	0.008100964	0	0	0.007490768	0.019826277	0.037816852	0	0.001798679	0.036056865	0	0.009225552
SOHLH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009256758	0	0	0
SON	2.717930524	1.933512039	3.036590628	3.283861668	5.429907844	7.66404761	3.161292655	8.012209491	8.93677364	5.450475244	5.346091472	6.214108223	7.945839797	6.694986915	8.335362354	7.61787318	8.034969118	17.0636721	4.530494985	1.137975789	5.868133375	6.277007805	3.506817013
SORBS1	0.034014359	0	0.004865565	0	0.102877833	0	0	0	0	0.002043722	0.012029831	0	0	0	0.012094394	0	0	0	0	0.00334967	0.000916209	0	0.013160555
SORBS2	0.006440022	0	0	0	0.040243859	0	0	0	0	0.015769971	0.026218367	0	0	0	0.00500461	0	0.082455375	0.07998669	0.062604048	0.088818113	0.022877535	0.016469923	0.050974168
SORBS3	0.411298316	0.209191165	0.180450736	0.11418345	0.156546122	0	0.516877012	0.452203129	0.034149609	0.461471606	0.511617156	0.362615626	0.096884751	0.036896939	0.334973838	0.407623463	0.186112297	0.720576097	0.21173531	0.054325331	0.065944634	0	0.031618614
SORD	0.242026277	0.010792209	0.122095969	0.069899077	0.113419567	0.14561881	0.164741082	0.124302453	0	0.07695088	0.366649505	0.072491886	0.15459804	0.043793176	0.085333619	0.051420192	0.040326971	0.224241428	0.089016632	0.029171242	0.152491146	0.161507588	0.120047458
SORL1	0.228068957	0	0.422946567	1.745711993	0.283234784	0.159224572	0.131184287	0.764193039	1.284975654	1.259882787	1.075772061	1.012708889	0.283951889	0.479045209	0.178442539	0.719561543	0.714751851	2.068169419	0.756719925	0.014322308	0.600237505	1.441020243	0.218258853
SORT1	0.104894695	0.056135325	0.125084816	0.061838601	0.212242192	0	0.225187034	0.124074622	0.218619565	0.001977936	0	0	0.02077622	0	0.07097356	0	0	0	0	0.026022625	0.005036549	0.012407192	0.019161035
SOS1	0.088737978	0.062760305	0.068896474	0.005553903	0.047083781	0	0.078547139	0.138373871	0.073926128	0.311382928	0.258728294	0.208977982	0.088433369	0.18107605	0.318810841	0.362479928	0.410142901	0.52893909	0.363309527	0.052241443	0.139486465	0.237851073	0.128732019
SOS1-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0.017380904	0	0	0	0	0	0	0.000742604	0	0	0.022017768
SOS2	0.123427101	0	0.089591968	0.026947357	0.052472445	0	0.063721477	0.210987261	0.271293649	0.09096775	0.066137642	0.142001638	0.106413151	0.081619513	0.179048085	0.078697334	0.05828266	0.106930814	0.14834319	0.023811642	0.128099533	0.059773446	0.034161547
SOSTDC1	0.014043729	0	0	0	0	0.018713612	0	0	0	0.026173439	0.005165335	0.004829837	0	0.139548053	0.021078364	0	0	0	0	0.010289069	0.002955119	0	0.005138622
SOWAHC	0.020528146	0	0.005419331	0.028183536	0.04674564	0.138354339	0.012163388	0	0	0.002169865	0.001985651	0.002673027	0.020490568	0	0	0	0	0.073334091	0	0.002772072	0.02697022	0	0.00355664
SOWAHD	0.076640578	0	0.047256014	0.022111905	0	0	0.059933828	0	0	0.028744538	0.025551368	0.013379948	0.003719574	0	0.023250329	0.034880858	0	0	0.009507782	0.020427759	0.19948494	0.075978676	0.099661315
SOX12	0.007295783	0.02956793	0	0	0.071399586	0	0.015688287	0.302585286	0	0.007449409	0.00813718	0.008551151	0.017267248	0.0394579	0.005047954	0.014050743	0.062248374	0.308695545	0.027057523	0.00524528	0.049970959	0.124780238	0.00647133
SOX13	0	0	0	0	0.111920402	0.105900675	0	0	0.072323212	0.013537085	0.003996549	0.002794198	0.014924036	0	0.009012671	0.024294772	0	0	0	0.002814563	0.002023878	0	0
SOX17	0	0	0.002696046	0	0	0	0	0	0	0	0.003123143	0	0	0	0	0.011017618	0	0	0	0.001361598	0	0	0
SOX18	0	0	0	0	0	0	0	0	0	0	0.003579499	0.002345165	0	0	0	0	0	0	0.110125526	0.000551846	0	0	0
SOX4	0.144096033	0.688335511	0.80260192	0.183415567	4.018781132	0.739998182	0.180734183	0.141237276	3.176621926	0.05359924	0.018612994	0.206075483	0.565368096	0.316519918	0.059528706	0.046217636	1.814840215	0.666665791	0.531348317	0.06777115	0.421505018	0.204930652	0.155959619
SOX5	0.005215588	0.007221023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006766684	0.025604504	0.143925437	0.025243344
SOX6	0.001787326	0	0.006809238	0	0.026597956	0.024930323	0.073274815	0	0.109252536	0.023134929	0.011535705	0.009630865	0.038704113	0	0.009832277	0.021940242	0	0.051662033	0	0.008048136	0.008528474	0	0.006628789
SOX7	0.002037654	0.035000838	0.007779167	0	0.052842575	0	0	0	0	0.002927819	0	0	0.014433296	0	0	0.010901677	0	0	0	0.002338092	0.01482283	0.012760517	0
SOX8	0	0	0	0	0	0	0	0	0	0.006224892	0.004267579	0.003435365	0	0	0.002984606	0.004341619	0	0	0.006611943	0.000246493	0.002769593	0	0
SOX9	0.056690826	0	0.014519047	0	0	0	0	0	0	0.011346111	0	0	0.011305169	0.048264396	0.020135242	0.004484846	0.027470181	0.279666809	0	0.006379327	0.020206206	0	0.001181918
SP1	0.173633754	0.106062591	0.086011504	0.388115848	0.161073971	0	0.073144425	0.092895107	0	0.149346739	0.103640456	0.202293203	0.153506839	0.223731875	0.244063665	0.121607943	0.291803276	0.518394141	0.153477413	0.031945748	0.184228095	0.204927636	0.134083253
SP100	1.780061291	0.708084005	1.155879137	1.502135616	1.943009963	2.571880356	1.336504123	4.328211968	3.276330225	3.274805502	2.419817778	3.416670575	4.120438005	3.819458459	3.747760687	3.458763197	3.665931858	3.469883866	3.278849248	0.709929173	5.351712961	3.862708302	2.717445307
SP110	0.865487528	1.076865918	1.466801469	2.037319444	1.27426246	0.592043038	0.894703146	3.483321501	1.236745442	2.522044807	2.000162541	2.581434769	2.579530883	1.79240529	2.099904982	2.621708443	2.002013732	4.492438921	1.790589505	0.290956953	5.572818304	5.491333375	0.868109845
SP140	0.149241996	0.480132221	0.145991367	0.121470411	0	0	0.017492742	0.758655459	0	1.100520393	0.983822404	0.703533417	0.888812203	0.592270779	0.954240622	1.239467756	0.99827276	0.757084988	0.720220836	0.390002108	1.774053056	2.608258156	1.246966316
SP140L	0.436912061	0.169394537	0.317893389	0.101659242	0.393164064	0.671777571	0.17469452	0.568165096	0.478209089	0.769824358	0.733702465	0.754059628	0.503425854	0.16001474	0.502299029	0.717605925	0.707760498	1.372151273	0.352822228	0.178312066	1.090707102	1.189151612	0.370188072
SP2	0.091760569	0.092906579	0.089858769	0.343683037	0.223802328	0.204615196	0.048075928	0.305825229	0.45987757	0.383587457	0.376088216	0.474177118	0.50269883	0.189970798	0.54186806	0.510000689	0.426743872	0.481142135	0.475347793	0.06775873	0.234364521	0.501322018	0.20292309
SP3	0.480305462	0.261494662	0.375969273	0.389990393	0.318533925	0.397820305	0.396048006	0.800317065	0.588187577	0.48059818	0.554515081	0.63260704	0.623878257	0.6610779	0.699506387	0.604661867	0.408540332	0.75750547	0.876650555	0.178512826	0.438572988	0.293699909	0.312562004
SP4	0.01212026	0	0.112330597	0	0.123650033	0.062455703	0.025223706	0.28006606	0	0.111299655	0.131221718	0.171221364	0.271453282	0.023521922	0.164290477	0.274004411	0.086188487	0.585897519	0.131814806	0.015155915	0.184954488	0	0.059566787
SP6	0	0	0	0	0	0	0	0.044620261	0	0.012908938	0.00234668	0.011203906	0	0	0	0.036376997	0	0	0	0.000971905	0	0	0.004478194
SPA17	0.075454341	0	0.036929926	0.061943764	0.119085351	0.190051715	0.137880076	0	0.129600396	0.021683973	0.026898453	0.049907483	0.015520861	0.158340398	0.021885265	0.016575843	0.021567941	0	0.118994653	0.006879693	0.020112399	0.02086096	0.16671108
SPACA3	0	0	0	0	0.307670696	0.322049429	0	0	0	0	0	0	0	0	0	0.014180367	0	0	0	0.021858324	0.00077743	0.009233101	0.017125552
SPAG1	0.002392282	0.032003738	0.005944989	0.055633427	0.049204964	0	0.036031293	0.557448901	0.230194655	0.085517661	0.07031726	0.026894752	0.127650551	0.175215041	0.016028833	0.064401938	0.023385293	0.084158579	0.195798296	0.090597941	0.099843203	0.069501357	0.087680024
SPAG16	0.174988724	0.232398218	0.128086758	0.179249405	0.552651825	0.575262248	0.232837302	0.827752791	1.907589994	0.389581059	0.44326664	0.700747615	0.341073463	0.364179797	0.7017693	0.525454994	0.477455949	0.367763745	0.593649636	0.108521698	0.276991469	1.280669246	0.207797904
SPAG4	0.067037868	0.080610969	0.05850273	0	0.019719396	0	0.064992912	0.157661486	0.389556996	0.091794197	0.080638877	0.055964957	0.079248762	0.034622555	0.099790975	0.106539277	0.012598878	0.068890672	0.020055403	1.505675972	0.12623533	0.301120212	0.365657493
SPAG5	0.034411579	0.032719571	0.047182239	0.017830347	0	0.075901204	0.753022947	0.032442949	0.218351356	0.021968795	0.019105501	0.042389469	0.020182174	0.055781628	0.020509173	0.060109449	0	0.039042466	0.719839058	0.009144071	0.022558063	0.017264018	0.501514811
SPAG5-AS1	0.018934013	0	0.010938577	0.027791167	0.13974505	0	0	0	0.161242988	0.030747504	0.024468507	0.073215419	0.329349641	0	0.064928213	0.032118157	0.026665679	0.109302801	0.167359871	0.039215946	0.019376571	0.116122794	0.011506383
SPAG7	3.430283948	2.702629813	2.290432022	2.744774956	5.898325245	5.04512518	2.351066468	4.277871188	2.241529964	2.259115884	3.063873762	2.870124794	3.163433085	2.147025908	3.730711391	3.237116126	2.681538526	4.687628092	2.658949692	0.85230782	2.505112884	3.222834967	1.919782992
SPAG8	0.025375626	0	0.023779831	0	0.183368673	0	0.042809678	0	0	0.041085341	0.025406321	0.061559214	0.014154271	0	0.022162899	0.017833572	0.01986155	0	0.111120612	0.00999188	0.019161958	0.030358752	0
SPAG9	0.601740591	0.367670147	0.600914988	0.234130804	0.456837401	0	0.400012331	0.030164775	0.427328308	0.204512579	0.147491373	0.360484474	0.328760992	0.241708613	0.287377867	0.255947183	0.50497201	1.244576168	0.297628763	0.092217757	0.275342167	0.099059658	0.121664853
SPARC	0.915915448	0.244555041	0.239225618	0.164631169	0.433038426	0.135484428	0.137898294	0.02010791	0.5825249	0.143802709	0.089445568	0.053759207	0.13685745	0	0	0.104556802	0.058302648	0	0.105598448	0.112528112	0.046056071	0.018400079	0.098275171
SPARCL1	0.039456343	0.198011862	0.122866052	0.135055732	0.281805102	0	0.02890512	0	0	0.067930343	0.055414342	0.045853867	0.072575621	0	0	0.078873101	0	0.097211842	0.058423314	0.046372103	0.017757959	0.066243475	0.028683855
SPAST	0.04563816	0.081378993	0.128905844	0.067019163	0.086399278	0	0.049406437	0.116780461	0	0.10412606	0.085383959	0.131090331	0.162313598	0.18396859	0.120465915	0.163652273	0.125033038	0.092617103	0.208169291	0.026711974	0.134012723	0.263368795	0.102919123
SPATA13	0.042828711	0.017982215	0.014395465	0.263057206	0.202675278	0	0.033577858	0.422866997	0.037163483	0.361682187	0.364722531	0.356424475	0.569213144	0.732428739	0.487820079	0.530125206	0.547689931	0.87048532	0.377278474	0.006505136	0.060556495	0.046934222	0.034728469
SPATA17	0	0	0	0	0	0	0	0.062509905	0	0.010882271	0	0.004714453	0	0	0	0	0	0	0	0.000609961	0	0	0
SPATA2	0.025520977	0.069022228	0.134137727	0.143236926	0.280979145	0	0.053749931	0.297174513	0.720961407	0.440419211	0.175443737	0.239018917	0.315206091	0.17110184	0.297857544	0.248971751	0.236454709	0	0.082961164	0.048836895	0.19067807	0.229910186	0.241863754
SPATA20	0.430121692	0.121841139	0.167045654	0.018493073	0.402794772	0.290579347	0.355430439	0.300488	0.261156924	0.144360727	0.128388724	0.156326011	0.159297482	0.315036378	0.159688012	0.170390171	0.234292306	0.190862934	0.206372381	0.101217621	0.214590901	0.182005143	0.128313235
SPATA21	0.000841864	0	0.003594316	0	0	0	0	0	0	0	0	0	0.004639362	0	0	0.004206436	0	0	0	0.000526414	0.020208748	0	0
SPATA24	0.049893503	0.007749405	0.068510037	0	0.080798058	0.043870255	0.004816917	0.109983842	0.178341421	0.071075889	0.096850095	0.100587107	0.101831212	0.014120354	0.106872894	0.051975594	0.079521356	0.028199164	0	0.045876335	0.069106872	0.156058093	0.041688367
SPATA2L	0.200190358	0.094916824	0.285866749	0.2898143	0.480479388	0.09516307	0.117465367	0.450307963	0.511138909	0.575628565	0.317324257	0.361841619	0.454406321	0.305238436	0.294531788	0.54156453	0.2998304	0.211616884	0.097273818	0.125326822	0.433048893	0.588227438	0.21554211
SPATA33	0.1631009	0.109368587	0.050680009	0	0.094437201	0	0.304938722	0.397074031	0.699140375	0.333681279	0.273749821	0.327636406	0.196671531	0.065672963	0.533762257	0.368319983	0.407485695	0.690367631	0.810058154	0.054270142	0.226926241	0.031304745	0.2706961
SPATA41	0.014598329	0	0.030780504	0.183901897	0.059154858	0	0.044218919	0.1045724	0	0.021291383	0.039353606	0.016791558	0.008438663	0	0.034728693	0.017816136	0.05172694	0	0.052335236	0.000599605	0.007553781	0	0.004350702
SPATA5	0.022288886	0.018922146	0.010881047	0.012240987	0.035572001	0.047208138	0.037442412	0.01037004	0.254568894	0.116407475	0.133154941	0.152652466	0.111828349	0.087594118	0.052489619	0.131943228	0.088629175	0.449494457	0.111459164	0.020948736	0.040269728	0.016102937	0.031067673
SPATA5L1	0.182790568	0.061881751	0.152310925	0.093242167	0.255225458	0.575970563	0.091755512	0.167568883	0.071296248	0.099289157	0.139883293	0.05421936	0.113213486	0.110923142	0.154154808	0.143016308	0.135945371	0.108090252	0.234880616	0.025073079	0.141445072	0.31770587	0.126580829
SPATA6	0.024784404	0	0.015767584	0	0.13100801	0.360426867	0.043930725	0	0	0.007145969	0.018962732	0.032159528	0	0	0.005198989	0	0	0	0.02470964	0.003076653	0.033165367	0.001831693	0.004478194
SPATA6L	0.006286258	0	0.005780115	0	0.030783507	0.13902661	0.005997718	0	0.276051653	0.020357645	0.003376697	0.113164151	0.056443026	0.030212929	0.019669628	0.031046094	0.014863057	0.231696676	0.113808222	0.005513538	0.007538028	0.038137691	0.005107805
SPATA7	0.119123386	0.015879647	0.011299166	0.070568281	0.12218847	0.289769226	0.034480789	0.107033274	0	0.089812444	0.044776708	0.018204414	0.018207813	0	0.102782951	0.071118833	0.036291363	0.063914221	0	0.012695105	0.051812205	0.138226501	0.005873812
